NNR HeNR MRCI1
2.4 4.7 -3031.9902668416876
2.4 4.8 -3031.99011173673
2.4 4.9 -3031.9899266992365
2.4 5 -3031.9897307771844
2.4 5.1 -3031.9895348551327
2.4 5.4 -3031.990645080093
2.4 5.5 -3031.9903022165026
2.4 5.6000000000000005 -3031.9899947277263
2.4 5.7 -3031.9897171714865
2.4 5.8 -3031.989469547782
2.4 5.9 -3031.989243693194
2.4 6 -3031.989042328863
2.4 6.1000000000000005 -3031.988862733649
2.4 6.2 -3031.9886994652725
2.5 1.95 -3021.613100256787
2.5 2.05 -3026.5129366223714
2.5 2.15 -3028.999388825567
2.5 2.25 -3030.3214898799006
2.5 2.35 -3031.0705570283226
2.5 2.45 -3031.5173409408885
2.5 2.55 -3031.7883882151614
2.5 2.65 -3031.9533219292025
2.5 2.75 -3032.0566653693113
2.5 2.85 -3032.1222149013765
2.5 2.95 -3032.162433344812
2.5 3.05 -3032.184621517192
2.5 3.15 -3032.194273399389
2.5 3.25 -3032.1955468927263
2.5 3.35 -3032.1910733392074
2.5 3.45 -3032.181922146699
2.5 3.55 -3032.1670728878476
2.5 3.65 -3032.140149932546
2.5 3.75 -3032.0623226185608
2.5 3.85 -3031.8118389963206
2.5 3.95 -3031.8201330298516
2.5 4.05 -3031.8253412910653
2.5 4.15 -3031.8285576780845
2.5 4.25 -3031.8304896872073
2.5 4.35 -3031.8315971910283
2.5 4.45 -3031.8321767937655
2.5 4.55 -3031.832432580889
2.5 4.65 -3031.8324897248203
2.5 4.75 -3031.832432580889
2.5 4.95 -3031.832171351486
2.5 5.05 -3031.832016246529
2.5 5.15 -3031.831858420431
2.5 5.25 -3031.8317005943336
2.5 5.35 -3031.8340598223754
2.5 5.45 -3031.8336407668758
2.5 5.55 -3031.831265211996
2.5 5.75 -3031.832625781801
2.5 5.85 -3031.830897858149
2.5 5.95 -3031.8321087652753
2.5 6.05 -3031.8318910741064
2.5 6.15 -3031.831697873194
2.5 6.25 -3031.831523720259
2.6 2 -3021.650992125856
2.6 2.1 -3026.547544075931
2.6 2.2 -3029.0268369608134
2.6 2.3 -3030.3381350908953
2.6 2.4000000000000004 -3031.073520349358
2.6 2.5 -3031.504812814124
2.6 2.6 -3031.7593971937567
2.6 2.7 -3031.908121079141
2.6 2.8 -3031.9961689935017
2.6 2.9000000000000004 -3032.048126433215
2.6 3 -3032.077245348182
2.6 3.1 -3032.0909789397933
2.6 3.2 -3032.094276961001
2.6 3.3 -3032.090807507998
2.6 3.4000000000000004 -3032.082935251106
2.6 3.5 -3032.0715826566534
2.6 3.5999999999999996 -3032.05576739324
2.6 3.7 -3032.0297750676855
2.6 3.8 -3031.9599179716174
2.6 3.9000000000000004 -3031.689681596948
2.6 4 -3031.697352489509
2.6 4.1 -3031.7022478196673
2.6 4.2 -3031.7053199862867
2.6 4.3 -3031.707203014897
2.6 4.4 -3031.708313239858
2.6 4.5 -3031.7089227751308
2.6 4.6 -3031.709219379348
2.6 4.7 -3031.7093200615136
2.6 4.8 -3031.7093091769552
2.6 5 -3031.7091268606014
2.6 5.1 -3031.709004409319
2.6 5.2 -3031.7088737946174
2.6 5.3 -3031.7087431799164
2.6 5.3999999999999995 -3031.708612565215
2.6 5.5 -3031.708487392793
2.6 5.6 -3031.7083649415104
2.6 5.7 -3031.7103894693805
2.6 5.8 -3031.7100683749063
2.6 5.8999999999999995 -3031.7080411258967
2.6 6 -3031.7079486071502
2.6 6.1 -3031.7092955712574
2.6 6.2 -3031.709088764647
2.6 6.3 -3031.7089037271535
2.7 2.05 -3020.1322696867232
2.7 2.1500000000000004 -3026.5708179830153
2.7 2.25 -3029.0445488585347
2.7 2.35 -3030.347672685228
2.7 2.45 -3031.07281013192
2.7 2.55 -3031.492513263087
2.7 2.6500000000000004 -3031.73481169738
2.7 2.75 -3031.8714482806167
2.7 2.85 -3031.948029312661
2.7 2.95 -3031.9896164893207
2.7 3.05 -3032.010005988419
2.7 3.1500000000000004 -3032.0169639424016
2.7 3.25 -3032.015263230145
2.7 3.35 -3032.00818010374
2.7 3.45 -3031.9978125618263
2.7 3.5500000000000003 -3031.9849932731236
2.7 3.65 -3031.968873242074
2.7 3.75 -3031.9444537352138
2.7 3.85 -3031.881067509138
2.7 3.95 -3031.635288737284
2.7 4.050000000000001 -3031.599361531013
2.7 4.15 -3031.6042650245904
2.7 4.25 -3031.6073834505837
2.7 4.35 -3031.6093290654044
2.7 4.45 -3031.610504597716
2.7 4.550000000000001 -3031.611179440339
2.7 4.65 -3031.611533188489
2.7 4.75 -3031.611688293446
2.7 4.85 -3031.6117209471217
2.7 4.95 -3031.6116855723067
2.7 5.050000000000001 -3031.6116121015375
2.7 5.15 -3031.6115195827906
2.7 5.25 -3031.6114161794853
2.7 5.35 -3031.611307333901
2.7 5.449999999999999 -3031.611195767177
2.7 5.550000000000001 -3031.6110869215927
2.7 5.65 -3031.613669283083
2.7 5.75 -3031.6132937658163
2.7 5.85 -3031.6129590656446
2.7 5.949999999999999 -3031.612659740287
2.7 6.050000000000001 -3031.6123930686053
2.7 6.15 -3031.6121508871797
2.7 6.25 -3031.6119359171507
2.7 6.35 -3031.6104039155503
2.8 2.0999999999999996 -3020.157723226635
2.8 2.2 -3025.0179234726597
2.8 2.3 -3029.0551776298516
2.8 2.4 -3030.3520918159547
2.8 2.5 -3031.0695121107124
2.8 2.5999999999999996 -3031.480534806524
2.8 2.7 -3031.7136521157727
2.8 2.8 -3031.8412572366437
2.8 2.9 -3031.2931816232353
2.8 3 -3031.093558821446
2.8 3.0999999999999996 -3031.2094848111115
2.8 3.2 -3031.3555936813304
2.8 3.3 -3031.427823611138
2.8 3.4 -3031.942546216347
2.8 3.5 -3031.9302847612644
2.8 3.6 -3031.9164722566043
2.8 3.6999999999999997 -3031.900409369486
2.8 3.8 -3031.877832074142
2.8 3.9 -3031.820737122845
2.8 4 -3031.5131966452623
2.8 4.1 -3031.5209491720116
2.8 4.199999999999999 -3031.5259941648483
2.8 4.3 -3031.529240484403
2.8 4.4 -3031.531292223669
2.8 4.5 -3031.5325575535876
2.8 4.6 -3031.53330858812
2.8 4.699999999999999 -3031.53372764362
2.8 4.8 -3031.53393717137
2.8 4.9 -3031.534016084419
2.8 5 -3031.534016084419
2.8 5.1 -3031.5339752673244
2.8 5.3 -3031.533822883506
2.8 5.4 -3031.5337330858993
2.8 5.5 -3031.533637846013
2.8 5.6 -3031.5368270216354
2.8 5.800000000000001 -3031.5360106797525
2.8 5.9 -3031.5332704921652
2.8 6 -3031.533188857977
2.8 6.1 -3031.5350773288665
2.8 6.199999999999999 -3031.534829705162
2.8 6.300000000000001 -3031.534606571714
2.8 6.4 -3031.534410649662
2.9 2.15 -3020.1723439097595
2.9 2.25 -3025.0344108575573
2.9 2.35 -3029.060791340867
2.9 2.45 -3030.35296258063
2.9 2.55 -3031.0645460309242
2.9 2.65 -3031.4690352705315
2.9 2.75 -3031.695284423405
2.9 2.8499999999999996 -3031.8161302334856
2.9 2.95 -3030.908192070073
2.9 3.05 -3031.082826646824
2.9 3.15 -3031.2445739063824
2.9 3.25 -3031.3374518435508
2.9 3.3499999999999996 -3031.391471907088
2.9 3.45 -3031.89026768216
2.9 3.55 -3031.8765177637106
2.9 3.6500000000000004 -3031.861981435914
2.9 3.75 -3031.846128076546
2.9 3.8499999999999996 -3031.825406598416
2.9 3.95 -3031.7750056505593
2.9 4.05 -3031.5000807523425
2.9 4.15 -3031.458218740582
2.9 4.25 -3031.4634596554706
2.9 4.35 -3031.4668583588436
2.9 4.45 -3031.469032549392
2.9 4.55 -3031.470393119197
2.9 4.65 -3031.4712230667783
2.9 4.75 -3031.4717019873497
2.9 4.85 -3031.4719604956126
2.9 4.95 -3031.4720802257552
2.9 5.05 -3031.4721156005703
2.9 5.15 -3031.472101994872
2.9 5.25 -3031.472055735499
2.9 5.35 -3031.471993149288
2.9 5.45 -3031.4719169573787
2.9 5.55 -3031.4757700910664
2.9 5.65 -3031.4752721225177
2.9 5.8500000000000005 -3031.4744367326575
2.9 5.95 -3031.471511507577
2.9 6.05 -3031.473764611174
2.9 6.15 -3031.4734816126543
2.9 6.25 -3031.471310143246
2.9 6.3500000000000005 -3031.4730026920834
3 2.2 -3021.7113497235455
3 2.3 -3025.043355243455
3 2.4 -3029.0629655314156
3 2.5 -3030.3514877229613
3 2.6 -3031.0586193888535
3 2.7 -3031.4581724812087
3 2.8 -3031.679265074521
3 2.9 -3031.7950522860665
3 3 -3031.851766277818
3 3.1 -3031.87519256872
3 3.2 -3031.24800798457
3 3.3 -3031.874000709571
3 3.4 -3031.8625964134653
3 3.5 -3031.848558054218
3 3.6 -3031.833616276619
3 3.7 -3031.8185139517836
3 3.8 -3031.802875562445
3 3.9 -3031.7838248640355
3 4 -3031.7404390140937
3 4.1 -3031.3998176422724
3 4.2 -3031.4080817432678
3 4.3 -3031.4135240224878
3 4.4 -3031.4170751096785
3 4.6 -3031.4208221189215
3 4.7 -3031.421720094993
3 4.9 -3031.4225609271325
3 5 -3031.42271875323
3 5.2 -3031.4227922239993
3 5.3 -3031.4227650126036
3 5.4 -3031.42271875323
3 5.5 -3031.4226588881584
3 5.6 -3031.4225935808076
3 5.8 -3031.4257854775706
3 5.9 -3031.4253827489083
3 6 -3031.4223024188695
3 6.1 -3031.4222371115193
3 6.2 -3031.422174525308
3 6.3 -3031.4221201025157
3 6.4 -3031.4239242180774
3 6.5 -3031.423717411467
3.1 2.25 -3021.6163846722966
3.1 2.35 -3025.047913152302
3.1 2.45 -3027.487656994092
3.1 2.55 -3028.7477242287364
3.1 2.6500000000000004 -3031.052260085585
3.1 2.75 -3031.4480607264177
3.1 2.85 -3031.6652593689487
3.1 2.95 -3031.7772533118773
3.1 3.05 -3031.8303699570647
3.1 3.1500000000000004 -3031.8504982267596
3.1 3.25 -3031.247542669697
3.1 3.35 -3031.8439810973937
3.1 3.45 -3031.830672003561
3.1 3.55 -3031.8152213728554
3.1 3.6500000000000004 -3031.799329917533
3.1 3.75 -3031.783764998964
3.1 3.8499999999999996 -3031.768292599141
3.1 3.95 -3031.750621518514
3.1 4.05 -3031.713897018338
3.1 4.15 -3031.4139648471046
3.1 4.25 -3031.3680401739066
3.1 4.35 -3031.37366749062
3.1 4.45 -3031.3773627982105
3.1 4.55 -3031.3797628433467
3.1 4.65 -3031.381300287226
3.1 4.85 -3031.382851336804
3.1 5.05 -3031.3833819590277
3.1 5.15 -3031.3834717566347
3.1 5.25 -3031.3835016891708
3.1 5.35 -3031.383493525752
3.1 5.45 -3031.3834608720767
3.1 5.55 -3031.383414612703
3.1 5.6499999999999995 -3031.3833574687715
3.1 5.75 -3031.3871779487836
3.1 5.85 -3031.38671807619
3.1 5.95 -3031.3863099052483
3.1 6.05 -3031.3830989605085
3.1 6.1499999999999995 -3031.3856187357874
3.1 6.25 -3031.385327573849
3.1 6.35 -3031.3850663444464
3.1 6.45 -3031.38483232644
3.1 6.55 -3031.3846200775506
3.2 2.3 -3020.187565964738
3.2 2.4000000000000004 -3026.472239258364
3.2 2.5 -3028.9071068179733
3.2 2.6 -3028.7537597163914
3.2 2.7 -3031.0458300326864
3.2 2.8 -3031.4387489866726
3.2 2.9000000000000004 -3031.652995192726
3.2 3 -3031.7621373813436
3.2 3.1 -3031.812573704015
3.2 3.2 -3031.83026383262
3.2 3.3 -3031.2460841388656
3.2 3.4000000000000004 -3031.8197765605623
3.2 3.5 -3031.805019820458
3.2 3.6 -3031.788494339606
3.2 3.7 -3031.7718654554496
3.2 3.8000000000000003 -3031.7559114139162
3.2 3.9 -3031.7405396962595
3.2 4 -3031.723940744638
3.2 4.1 -3031.692897983967
3.2 4.2 -3031.383311209398
3.2 4.300000000000001 -3031.336025966395
3.2 4.4 -3031.341824714904
3.2 4.5 -3031.345647916056
3.2 4.6 -3031.348143201078
3.2 4.7 -3031.3497541157276
3.2 4.800000000000001 -3031.350777264221
3.2 4.9 -3031.3514085686106
3.2 5 -3031.3517840858763
3.2 5.1 -3031.3519990559057
3.2 5.2 -3031.3521106226294
3.2 5.300000000000001 -3031.3521568820033
3.2 5.4 -3031.3521650454218
3.2 5.5 -3031.3521459974445
3.2 5.6 -3031.35210790149
3.2 5.699999999999999 -3031.352061642117
3.2 5.800000000000001 -3031.3520072193246
3.2 5.9 -3031.3555664699343
3.2 6 -3031.3551528567136
3.2 6.1 -3031.354782781727
3.2 6.199999999999999 -3031.354453523834
3.2 6.300000000000001 -3031.354159640756
3.2 6.4 -3031.353895690214
3.2 6.5 -3031.3536589510677
3.2 6.6 -3031.353446702178
3.3 2.3499999999999996 -3021.573758020306
3.3 2.45 -3026.4430495937677
3.3 2.55 -3027.489806694384
3.3 2.65 -3028.755065863404
3.3 2.75 -3031.039568690444
3.3 2.8499999999999996 -3031.4302563099495
3.3 2.95 -3031.642235806708
3.3 3.05 -3031.7492255738944
3.3 3.15 -3031.7976673012313
3.3 3.25 -3031.813558756554
3.3 3.3499999999999996 -3031.811555997801
3.3 3.45 -3031.8001489805556
3.3 3.55 -3031.7843146691653
3.3 3.65 -3031.76697556757
3.3 3.75 -3031.7497779652354
3.3 3.85 -3031.7335191560655
3.3 3.9499999999999997 -3031.7181936977818
3.3 4.05 -3031.702394761206
3.3 4.15 -3031.6758418808918
3.3 4.25 -3031.3586549633915
3.3 4.35 -3031.310379225571
3.3 4.449999999999999 -3031.316327636758
3.3 4.55 -3031.320259683495
3.3 4.65 -3031.3228420449846
3.3 4.75 -3031.3245182669843
3.3 4.85 -3031.3255876748512
3.3 4.949999999999999 -3031.326259796335
3.3 5.05 -3031.3266652461366
3.3 5.15 -3031.3269047064223
3.3 5.25 -3031.327032599984
3.3 5.35 -3031.327095186195
3.3 5.449999999999999 -3031.3271142341723
3.3 5.55 -3031.3271060707534
3.3 5.75 -3031.327038042263
3.3 5.85 -3031.3311306362366
3.3 5.949999999999999 -3031.330665321363
3.3 6.050000000000001 -3031.330248987003
3.3 6.15 -3031.3298761908763
3.3 6.25 -3031.3295442118438
3.3 6.35 -3031.3292476076263
3.3 6.449999999999999 -3031.3289809359444
3.3 6.550000000000001 -3031.328741475659
3.3 6.65 -3031.328529226769
3.4 2.4 -3020.187383648384
3.4 2.5 -3025.0490043292853
3.4 2.6 -3027.4886284409326
3.4 2.7 -3028.754225031265
3.4 2.8 -3029.4381181648873
3.4 2.9 -3031.4225527637136
3.4 3 -3031.6327716831447
3.4 3.0999999999999996 -3031.738126045425
3.4 3.2 -3031.7850874728147
3.4 3.3 -3031.7996618965653
3.4 3.4 -3031.7965108168974
3.4 3.5 -3031.784126910532
3.4 3.5999999999999996 -3031.767498026375
3.4 3.7 -3031.7495521106475
3.4 3.8 -3031.7319354528126
3.4 3.9000000000000004 -3031.3185943460535
3.4 4 -3031.7001280519107
3.4 4.1 -3031.6849059969327
3.4 4.2 -3031.341021978719
3.4 4.3 -3031.3387090100505
3.4 4.4 -3031.2897475450477
3.4 4.5 -3031.295829292076
3.4 4.6 -3031.2998620209783
3.4 4.7 -3031.3025178532375
3.4 4.8 -3031.304251219169
3.4 5 -3031.306066219289
3.4 5.1 -3031.3064988804867
3.4 5.3 -3031.3069016091495
3.4 5.4 -3031.306977801058
3.4 5.5 -3031.3070077335938
3.4 5.6 -3031.3070077335938
3.4 5.7 -3031.3069886856165
3.4 5.8 -3031.3069560319414
3.4 5.9 -3031.3069152148473
3.4 6 -3031.310686714347
3.4 6.1000000000000005 -3031.3102676588464
3.4 6.2 -3031.3067737155875
3.4 6.3 -3031.3067301773535
3.4 6.4 -3031.3092608371912
3.4 6.5 -3031.3066458220255
3.4 6.6000000000000005 -3031.308751984084
3.4 6.7 -3031.3085370140548
3.5 2.45 -3020.1861373664424
3.5 2.55 -3025.047502260221
3.5 2.65 -3027.486799835115
3.5 2.75 -3028.752344723794
3.5 2.85 -3029.436798412177
3.5 2.95 -3029.8154585946063
3.5 3.05 -3031.624425947961
3.5 3.15 -3031.728520422602
3.5 3.25 -3031.7743852307285
3.5 3.35 -3031.7880045344764
3.5 3.45 -3031.784037112925
3.5 3.55 -3031.7709538736804
3.5 3.65 -3031.7537481079257
3.5 3.75 -3030.0839534399247
3.5 3.85 -3030.0398927473598
3.5 3.95 -3031.2960578678035
3.5 4.05 -3031.318237876764
3.5 4.15 -3031.670636340818
3.5 4.25 -3031.324520988124
3.5 4.35 -3031.322466527718
3.5 4.45 -3031.2730669592383
3.5 4.55 -3031.27926299413
3.5 4.65 -3031.2833827995
3.5 4.75 -3031.2861066602495
3.5 4.85 -3031.287889006694
3.5 4.95 -3031.289040048749
3.5 5.05 -3031.2897720353044
3.5 5.15 -3031.290226465619
3.5 5.25 -3031.29050130072
3.5 5.35 -3031.290659126817
3.5 5.45 -3031.2907462032845
3.5 5.55 -3031.290784299239
3.5 5.65 -3031.290792462658
3.5 5.75 -3031.2907815780995
3.5 5.85 -3031.2907543667034
3.5 5.95 -3031.2907217130282
3.5 6.05 -3031.2906808959337
3.5 6.15 -3031.294153070076
3.5 6.25 -3031.2937775528103
3.5 6.35 -3031.2905530023722
3.5 6.45 -3031.293143527281
3.5 6.55 -3031.2928741344595
3.5 6.65 -3031.2926319530343
3.5 6.75 -3031.292414261866
3.6 2.5 -3020.1845400574916
3.6 2.6 -3025.045670933263
3.6 2.7 -3027.4846501348234
3.6 2.8 -3028.7499909380317
3.6 2.9000000000000004 -3029.434501770346
3.6 3 -3029.813243586964
3.6 3.1 -3031.6170271693613
3.6 3.2 -3031.720147476022
3.6 3.3 -3031.765198663405
3.6 3.4000000000000004 -3031.77814040339
3.6 3.5 -3031.773596100242
3.6 3.6 -3031.7600284981463
3.6 3.7 -3031.74241728259
3.6 3.8 -3030.0820921804316
3.6 3.9000000000000004 -3030.0465595394044
3.6 4 -3029.9969912602687
3.6 4.1 -3031.301260686738
3.6 4.2 -3031.309669008133
3.6 4.3 -3031.3108227713274
3.6 4.4 -3031.309135664769
3.6 4.5 -3031.2594884725845
3.6 4.6 -3031.265787910782
3.6 4.7 -3031.2699866291996
3.6 4.8 -3031.2727676338814
3.6 4.9 -3031.27459351856
3.6 5.1 -3031.276536412241
3.6 5.2 -3031.2770098905335
3.6 5.3 -3031.2773010524716
3.6 5.4 -3031.2774697631276
3.6 5.5 -3031.277565003014
3.6 5.6 -3031.2776112623874
3.6 5.7 -3031.2776275892247
3.6 5.8 -3031.2776221469458
3.6 5.8999999999999995 -3031.2776030989685
3.6 6 -3031.2775731664324
3.6 6.1 -3031.2775377916178
3.6 6.2 -3031.2810752731107
3.6 6.3 -3031.2806997558446
3.6 6.3999999999999995 -3031.2803623345326
3.6 6.5 -3031.27738268666
3.6 6.6 -3031.2797936163543
3.6 6.7 -3031.279551434929
3.6 6.8 -3031.27933374376
3.7 2.55 -3020.1827713167454
3.7 2.6500000000000004 -3025.0437008281856
3.7 2.75 -3027.4823888678075
3.7 2.85 -3028.747468441613
3.7 2.95 -3029.431835053528
3.7 3.05 -3029.8103999960713
3.7 3.1500000000000004 -3030.012983397756
3.7 3.25 -3031.7127813510974
3.7 3.35 -3031.7572338877667
3.7 3.45 -3031.769707591739
3.7 3.55 -3031.7647850501844
3.7 3.6500000000000004 -3031.750888190196
3.7 3.75 -3031.733002139539
3.7 3.85 -3030.078818649481
3.7 3.95 -3030.049024891891
3.7 4.050000000000001 -3030.008319364465
3.7 4.15 -3031.2845283992756
3.7 4.25 -3031.296876930826
3.7 4.35 -3031.299306908498
3.7 4.45 -3031.29810416479
3.7 4.550000000000001 -3031.248350848161
3.7 4.65 -3031.2547482473838
3.7 4.75 -3031.2590149942926
3.7 4.85 -3031.2618504217658
3.7 4.95 -3031.263714402399
3.7 5.050000000000001 -3031.2649307518045
3.7 5.15 -3031.2657089977333
3.7 5.25 -3031.266201524002
3.7 5.35 -3031.2665035704995
3.7 5.45 -3031.2666831657134
3.7 5.550000000000001 -3031.2667865690187
3.7 5.65 -3031.2668409918106
3.7 5.75 -3031.266862760928
3.7 5.85 -3031.266862760928
3.7 5.949999999999999 -3031.26684643409
3.7 6.050000000000001 -3031.2668219438333
3.7 6.15 -3031.2667920112976
3.7 6.25 -3031.2667566364826
3.7 6.35 -3031.266721261668
3.7 6.449999999999999 -3031.2696736981447
3.7 6.550000000000001 -3031.2693716516483
3.7 6.65 -3031.2666178583627
3.7 6.75 -3031.2665906469665
3.7 6.85 -3031.268639665093
3.8 2.5999999999999996 -3020.1809535954853
3.8 2.7 -3025.0417116751305
3.8 2.8 -3027.480141206489
3.8 2.9 -3028.744956829753
3.8 3 -3029.429094865941
3.8 3.0999999999999996 -3029.807393136802
3.8 3.2 -3030.0095085024745
3.8 3.3 -3030.1071919721944
3.8 3.4 -3031.750254164667
3.8 3.5 -3030.152022747269
3.8 3.5999999999999996 -3031.7572692625813
3.8 3.7 -3031.743176480541
3.8 3.8 -3031.7251108346704
3.8 3.9 -3030.0749491889555
3.8 4 -3030.0487473356507
3.8 4.1 -3030.0168120411877
3.8 4.199999999999999 -3031.266027371067
3.8 4.3 -3031.2852032418987
3.8 4.4 -3031.289472709947
3.8 4.5 -3031.2888985494897
3.8 4.6 -3031.2391370694413
3.8 4.699999999999999 -3031.245621545132
3.8 4.8 -3031.249953599391
3.8 4.9 -3031.252835286238
3.8 5 -3031.2547373628254
3.8 5.1 -3031.2559782024878
3.8 5.199999999999999 -3031.256778217533
3.8 5.3 -3031.2572843495004
3.8 5.4 -3031.2575972805553
3.8 5.5 -3031.257787760328
3.8 5.6 -3031.2578966059127
3.8 5.699999999999999 -3031.257956470984
3.8 5.8 -3031.25798368238
3.8 5.9 -3031.257989124659
3.8 6 -3031.2579809612407
3.8 6.1 -3031.257959192124
3.8 6.199999999999999 -3031.257931980728
3.8 6.300000000000001 -3031.2579020481917
3.8 6.4 -3031.2578693945165
3.8 6.5 -3031.260862648088
3.8 6.6 -3031.260560601591
3.8 6.699999999999999 -3031.2602884876296
3.8 6.800000000000001 -3031.257746943234
3.8 6.9 -3031.2577224529773
3.9 2.65 -3020.1791630856223
3.9 2.75 -3025.0397769448678
3.9 2.85 -3027.4779860639183
3.9 2.95 -3028.7425513423377
3.9 3.05 -3029.4264444759606
3.9 3.15 -3029.8044597483026
3.9 3.25 -3030.0061778275917
3.9 3.3499999999999996 -3030.1033551653445
3.9 3.45 -3030.1414701678614
3.9 3.55 -3031.756047470896
3.9 3.65 -3031.7507875080305
3.9 3.75 -3031.7365967649644
3.9 3.8499999999999996 -3030.094473365657
3.9 3.95 -3030.0709518348685
3.9 4.05 -3030.046948662369
3.9 4.15 -3030.02049646422
3.9 4.25 -3029.9830753523033
3.9 4.35 -3031.273899627959
3.9 4.45 -3031.2809283315714
3.9 4.55 -3031.2811569072987
3.9 4.65 -3031.2314552923226
3.9 4.75 -3031.2380186810615
3.9 4.85 -3031.2424106003923
3.9 4.95 -3031.245335825473
3.9 5.05 -3031.2472705557357
3.9 5.15 -3031.2485386067938
3.9 5.25 -3031.249354948677
3.9 5.35 -3031.2498746863425
3.9 5.45 -3031.2501985019558
3.9 5.55 -3031.2503971451474
3.9 5.65 -3031.250514154151
3.9 5.75 -3031.2505794615013
3.9 5.85 -3031.250612115177
3.9 5.95 -3031.250622999735
3.9 6.05 -3031.2506148363163
3.9 6.15 -3031.2505985094786
3.9 6.25 -3031.250576740362
3.9 6.3500000000000005 -3031.250546807826
3.9 6.45 -3031.2505168752905
3.9 6.55 -3031.250486942755
3.9 6.65 -3031.2504570102187
3.9 6.75 -3031.250429798823
3.9 6.8500000000000005 -3031.250402587427
3.9 6.95 -3031.2503808183096
4 2.7 -3020.1774514888075
4 2.8 -3025.037942896771
4 2.9 -3027.4759615360485
4 3 -3028.74030095988
4 3.1 -3029.423957354357
4 3.2 -3029.8017032338776
4 3.3 -3030.0030893341345
4 3.4 -3030.099877548923
4 3.5 -3030.1376115918947
4 3.6 -3030.1430756402315
4 3.7 -3031.745119374223
4 3.8 -3031.7309231888776
4 3.9 -3030.0900923308855
4 4 -3030.0670932589014
4 4.1 -3030.044420723671
4 4.2 -3030.0212583833104
4 4.3 -3029.9930156752985
4 4.4 -3031.2618749120224
4 4.5 -3031.2733091406635
4 4.6 -3031.215112127825
4 4.7 -3031.2728628737677
4 4.8 -3031.231624002978
4 4.9 -3031.236073066241
4 5 -3031.2390391084155
4 5.1 -3031.241003771214
4 5.2 -3031.242293591389
4 5.3 -3031.2431289812494
4 5.4 -3031.243659603473
4 5.5 -3031.243994303645
4 5.6 -3031.244198389116
4 5.7 -3031.244323561538
4 5.8 -3031.244394311168
4 5.9 -3031.244429685983
4 6 -3031.2444460128204
4 6.1 -3031.244443291681
4 6.2 -3031.244429685983
4 6.3 -3031.244410638006
4 6.4 -3031.2443834266096
4 6.5 -3031.244356215213
4 6.6 -3031.247422939554
4 6.7 -3031.244301792421
4 6.8 -3031.246848779096
4 6.9 -3031.246603876531
4 7 -3031.2463861853626
4.1 2.75 -3020.1758405741584
4.1 2.8499999999999996 -3025.036231299956
4.1 2.9499999999999997 -3027.4740893919966
4.1 3.05 -3028.738232893777
4.1 3.15 -3029.421668875945
4.1 3.25 -3029.799169852901
4.1 3.3499999999999996 -3030.0002756757776
4.1 3.4499999999999997 -3030.09675640179
4.1 3.55 -3030.1341938405444
4.1 3.65 -3030.139404822897
4.1 3.75 -3030.1279161714638
4.1 3.8499999999999996 -3030.1085443785805
4.1 3.9499999999999997 -3030.0861956589633
4.1 4.05 -3030.063501354616
4.1 4.15 -3030.041628834431
4.1 4.25 -3030.0204175511712
4.1 4.35 -3029.99747018084
4.1 4.449999999999999 -3029.962177000098
4.1 4.55 -3031.2662586679344
4.1 4.65 -3031.2689770864044
4.1 4.75 -3031.219484999178
4.1 4.85 -3031.226198050596
4.1 4.949999999999999 -3031.2307015366505
4.1 5.05 -3031.2337083959196
4.1 5.15 -3031.2357029912537
4.1 5.25 -3031.237011859406
4.1 5.35 -3031.237863576104
4.1 5.449999999999999 -3031.238407804026
4.1 5.55 -3031.238750667617
4.1 5.65 -3031.2389629165064
4.1 5.75 -3031.239090810068
4.1 5.85 -3031.239167001977
4.1 5.949999999999999 -3031.239207819071
4.1 6.05 -3031.2392268670487
4.1 6.1499999999999995 -3031.2392268670487
4.1 6.25 -3031.23921870363
4.1 6.35 -3031.2433929317913
4.1 6.45 -3031.242965712873
4.1 6.55 -3031.2425874744667
4.1 6.6499999999999995 -3031.242250053155
4.1 6.75 -3031.2419480066587
4.1 6.85 -3031.2416758926975
4.1 6.95 -3031.2414309901324
4.1 7.05 -3031.241210577824
4.2 2.8 -3020.1743493896524
4.2 2.9000000000000004 -3025.034655760122
4.2 3 -3027.4723750740422
4.2 3.1 -3028.7363444228877
4.2 3.2 -3029.419587204143
4.2 3.3 -3029.79687321107
4.2 3.4000000000000004 -3029.9977395736614
4.2 3.5 -3030.093975397109
4.2 3.6 -3030.1311788178564
4.2 3.7 -3030.1361884358785
4.2 3.8 -3030.1245446794874
4.2 3.9000000000000004 -3030.1050885312757
4.2 4 -3030.082753417357
4.2 4.1 -3030.0602332659446
4.2 4.2 -3030.0388342240517
4.2 4.300000000000001 -3030.0187739828466
4.2 4.4 -3029.998836192924
4.2 4.5 -3029.9737227954633
4.2 4.6 -3031.259330646487
4.2 4.7 -3031.2641144099216
4.2 4.800000000000001 -3031.2147719853733
4.2 4.9 -3031.221555786421
4.2 5 -3031.226110974128
4.2 5.1 -3031.229153208212
4.2 5.2 -3031.2311750149424
4.2 5.300000000000001 -3031.232505652212
4.2 5.4 -3031.2333709746076
4.2 5.5 -3031.2339288082276
4.2 5.6 -3031.2342798352374
4.2 5.7 -3031.2344975264064
4.2 5.800000000000001 -3031.2346335833868
4.2 5.9 -3031.2347124964353
4.2 6 -3031.234758755809
4.2 6.1 -3031.2347805249256
