"R [A]" "MRCI1 [eV]" "MRCI2 [eV]" "MRCI3 [eV]" "MRCI4 [eV]" "MRCI5 [eV]" "MRCI6 [eV]" "MRCI7 [eV]"
3.6 -2952.114078950147 -2949.6003500435004 -2949.5962737763643 -2949.5703440370207 -2949.507164617556 -2948.3826591160027 -2948.381554333321
3.65 -2952.1142449396634 -2949.589438273664 -2949.5846272988338 -2949.5642269151776 -2949.5013359365116 -2948.3780059672695 -2948.3769528862404
3.7 -2952.119654565208 -2949.5854899000906 -2949.576009449689 -2949.5637752060024 -2949.5037876833 -2948.374604542757 -2948.373570509705
3.75 -2952.1200191979156 -2949.577201308838 -2949.565933069713 -2949.5565723494547 -2949.4990801117747 -2948.370307863313 -2948.3693255319135
3.8 -2952.1204273688572 -2949.5697100114917 -2949.556599560851 -2949.5493368392317 -2949.494832412843 -2948.3661581254078 -2948.3652302168007
3.85 -2952.120865472334 -2949.5628554608143 -2949.5479572214495 -2949.542221059152 -2949.490998327133 -2948.3621662135997 -2948.3612872855056
3.9 -2952.1213117392304 -2949.556507042104 -2949.539959792136 -2949.5353447393572 -2949.4875315952695 -2948.3583321278893 -2948.3574994591686
3.95 -2952.121752563847 -2949.550564073196 -2949.5325610135365 -2949.5287813506175 -2949.4843886790204 -2948.3546613105555 -2948.3538749012077
4 -2952.122185225045 -2949.544969410158 -2949.5257146262775 -2949.5225744311674 -2949.481539645849 -2948.3511510404583 -2948.350408169345
4.05 -2952.1225933959868 -2949.5396795147562 -2949.519382534405 -2949.5167348655646 -2949.4789463998 -2948.3478013175986 -2948.3470992635794
4.1 -2952.1229770766718 -2949.5346698967337 -2949.5135211996853 -2949.511268096088 -2949.4765844506187 -2948.344609420836 -2948.3439454627714
4.15 -2952.123330824821 -2949.5299160658356 -2949.508097968442 -2949.50616051704 -2949.4744293080475 -2948.3415726290314 -2948.3409440457813
4.2 -2952.123654640435 -2949.525409858641 -2949.5030801870016 -2949.501401243862 -2949.4724592029697 -2948.338685499905 -2948.33809229147
4.25 -2952.1239430812334 -2949.521140390593 -2949.4984324805473 -2949.4969657862976 -2949.4706550874084 -2948.3359480334575 -2948.3353874786976
4.3 -2952.1241988683564 -2949.5170967771323 -2949.4941303588243 -2949.492840538649 -2949.468997913386 -2948.3333493451296 -2948.3328187229063
4.35 -2952.124419280665 -2949.5132681337013 -2949.490146610435 -2949.4890037317987 -2949.467471354065 -2948.330889434922 -2948.3303860240944
4.4 -2952.1246097604376 -2949.50964901802 -2949.486454023984 -2949.48543631777 -2949.466067246026 -2948.3285601394164 -2948.328081218845
4.45 -2952.1247648653953 -2949.5062312666696 -2949.483030830355 -2949.4821192485856 -2949.464769262432 -2948.3263560163323 -2948.3258988648777
4.5 -2952.1248927589572 -2949.5030012739526 -2949.47985526043 -2949.479033476268 -2949.4635692398642 -2948.3242689022513 -2948.3238362410534
4.55 -2952.124990719983 -2949.4999590398684 -2949.476910987372 -2949.4761653951186 -2949.462456293764 -2948.322298797174 -2948.321885183953
4.6 -2952.1250587484733 -2949.49708823758 -2949.4741789632035 -2949.4734959571615 -2949.461422260712 -2948.3204375376804 -2948.3200402512975
4.65 -2952.1251050078467 -2949.4943861459474 -2949.471642861087 -2949.4710115566972 -2949.4604562561503 -2948.3186796814925 -2948.3182987219466
4.7 -2952.125126776964 -2949.491841880412 -2949.469291796464 -2949.468701309169 -2949.4595555589394 -2948.31702250747 -2948.3166551536224
4.75 -2952.125126776964 -2949.4894472775554 -2949.467106721357 -2949.466548887737 -2949.4587120056603 -2948.3154551310545 -2948.3151041040446
4.8 -2952.1251050078467 -2949.487196895098 -2949.4650821934874 -2949.4645434078443 -2949.4579201540337 -2948.3139775522463 -2948.3136374097953
4.85 -2952.125066911892 -2949.4850798484813 -2949.4632018860166 -2949.4626739849323 -2949.4571691195015 -2948.3125816076263 -2948.3122577920126
4.9 -2952.1250124891 -2949.4830906954267 -2949.461465798946 -2949.4609297344423 -2949.456456180924 -2948.3112672971947 -2948.3109543661394
4.95 -2952.12494173947 -2949.481221272514 -2949.459865768855 -2949.4593052140954 -2949.455770453742 -2948.3100264575323 -2948.309724411036
5 -2952.124860105282 -2949.4794634163263 -2949.4584017957445 -2949.457789539332 -2949.4550983322583 -2948.3088563675005 -2948.3085624844225
30 -2952.1103210563456 -2949.439484433176 -2949.43582722154 -2949.4299522811225 -2949.4299522811225 -2948.2816449714 -2948.2816449714
