"""HeNR (Jacobi)"" 	NNR 	MRCI1"
"3.85 	2.7 	-3029.334706696289"
"3.9 	2.8 	-3029.2957127656773"
"3.95 	2.9 	-3029.269124510548"
"4 	3 	-3029.2507350490637"
"4.05 	3.1 	-3029.2363130091308"
"4.1 	3.2 	-3029.223417528519"
"4.15 	3.3 	-3028.887092836142"
"4.2 	3.4 	-3028.8722326927314"
"4.25 	3.5 	-3028.85933449098"
"4.3 	3.6 	-3028.848161491742"
"4.35 	3.7 	-3028.8488145652477"
"4.4 	3.8 	-3028.840468830064"
"4.45 	3.9 	-3028.11764979432"
"2.95 	0.7 	-2981.0600464465642"
"3 	0.8 	-3005.0403232776957"
"3.0500000000000003 	0.9 	-3018.529630023157"
"3.1 	1 	-3025.7338607463303"
"3.1500000000000004 	1.1 	-3029.3597194115837"
"3.2 	1.2 	-3030.976234166021"
"3.25 	1.3 	-3031.4850736673934"
"3.35 	1.5 	-3031.5140048237263"
"3.4000000000000004 	1.6 	-3031.243975255668"
"3.45 	1.7 	-3030.7940565902713"
"3.5 	1.8 	-3030.4208332447824"
"3.55 	1.9 	-3030.2121354423934"
"3.6 	2 	-3029.9649008608476"
"3.6500000000000004 	2.1 	-3029.7716509680245"
"3.7 	2.2 	-3029.6128860774793"
"3.75 	2.3 	-3029.4747038869436"
"3.8 	2.4 	-3029.388783903758"
"3.85 	2.5 	-3029.2864663332825"
"3.9000000000000004 	2.6 	-3029.2002007653664"
"3.95 	2.7 	-3029.1283409105454"
"4 	2.8 	-3029.068960201976"
"4.05 	2.9 	-3029.020137515093"
"4.1 	3 	-3028.980147647385"
"4.15 	3.1 	-3028.947488529786"
"4.2 	3.2 	-3028.9111504314337"
"4.25 	3.3 	-3028.893963713657"
"4.3 	3.4 	-3028.87900833036"
"4.35 	3.5 	-3028.8660366578397"
"4.4 	3.6 	-3028.8548065146692"
"4.45 	3.7 	-3028.845094767401"
"4.5 	3.8 	-3028.8369422331293"
"4.55 	3.9 	-3028.8300495864974"
"4.6 	4 	-3028.8241936940567"
"4.65 	4.1 	-3028.1269071112733"
"4.7 	4.2 	-3028.130126219432"
"4.75 	4.3 	-3028.1331439632595"
"4.800000000000001 	4.4 	-3028.1359739484537"
"3.0500000000000003 	0.7 	-2981.1777901574887"
"3.1 	0.8 	-3005.038276980709"
"3.1500000000000004 	0.9 	-3018.5319729243615"
"3.2 	1 	-3025.7389302294237"
"3.25 	1.1 	-3029.365172575362"
"3.3000000000000003 	1.2 	-3030.9823784992604"
"3.35 	1.3 	-3031.5036617720693"
"3.4000000000000004 	1.4 	-3031.657272824193"
"3.45 	1.5 	-3031.5580056512204"
"3.5 	1.6 	-3031.258642198166"
"3.5500000000000003 	1.7 	-3030.7788644678285"
"3.6500000000000004 	1.9 	-3030.2342610285623"
"3.7 	2 	-3029.9818290703615"
"3.75 	2.1 	-3029.785164147328"
"3.8000000000000003 	2.2 	-3029.6240400287406"
"3.85 	2.3 	-3029.4842850195105"
"3.9000000000000004 	2.4 	-3029.389779840855"
"3.95 	2.5 	-3029.2865642943084"
"4 	2.6 	-3029.1994252405775"
"4.050000000000001 	2.7 	-3029.1267708129903"
"4.1 	2.8 	-3029.0667179829375"
"4.15 	2.9 	-3029.0173728372497"
"4.2 	3 	-3028.9769965677165"
"4.25 	3.1 	-3028.934522299544"
"4.300000000000001 	3.2 	-3028.9147613836963"
"4.35 	3.3 	-3028.8974848683124"
"4.4 	3.4 	-3028.882458735386"
"4.45 	3.5 	-3028.8694353612127"
"4.5 	3.6 	-3028.8030749295435"
"4.550000000000001 	3.7 	-3028.7927209933273"
"4.65 	3.9 	-3028.7768812396575"
"4.7 	4 	-3028.820577299515"
"4.75 	4.1 	-3028.7655612988797"
"4.800000000000001 	4.2 	-3028.811526789172"
"3.15 	0.7 	-2977.3084983427248"
"3.1999999999999997 	0.8 	-3005.144066725327"
"3.25 	0.9 	-3018.425285203672"
"3.3 	1 	-3025.741689464988"
"3.3499999999999996 	1.1 	-3029.36818759805"
"3.4 	1.2 	-3030.9857336643995"
"3.4499999999999997 	1.3 	-3031.503814155887"
"3.5 	1.4 	-3031.6882421140945"
"3.55 	1.5 	-3031.581353029074"
"3.5999999999999996 	1.6 	-3031.2630967037076"
"3.65 	1.7 	-3030.7646029751327"
"3.6999999999999997 	1.8 	-3030.4322048872127"
"3.8 	2 	-3029.99181837387"
"3.8499999999999996 	2.1 	-3029.793319402739"
"3.9 	2.2 	-3029.630886415999"
"3.9499999999999997 	2.3 	-3029.4902524786753"
"4 	2.4 	-3029.389230170654"
"4.05 	2.5 	-3029.2854404636496"
"4.1 	2.6 	-3029.197740855159"
"4.15 	2.7 	-3029.1245802956046"
"4.199999999999999 	2.8 	-3029.0641002466327"
"4.25 	2.9 	-3029.014417679633"
"4.35 	3.1 	-3028.9361223296346"
"4.4 	3.2 	-3028.9162743373195"
"4.449999999999999 	3.3 	-3028.898932514585"
"4.5 	3.4 	-3028.8838574011456"
"4.55 	3.5 	-3028.8217283415697"
"4.6 	3.6 	-3028.8092981758314"
"4.65 	3.7 	-3028.7990367583625"
"4.699999999999999 	3.8 	-3028.7905087068243"
"4.75 	3.9 	-3028.7833711576277"
"4.8 	4 	-3028.777346554531"
"4.85 	4.1 	-3028.7722199275054"
"4.9 	4.2 	-3028.767819844756"
"4.949999999999999 	4.3 	-3028.804508970118"
"5 	4.4 	-3028.7606795744196"
"3.25 	0.7 	-2977.266394149539"
"3.3 	0.8 	-3005.033642879953"
"3.35 	0.9 	-3018.533510368241"
"3.4 	1 	-3025.7430119388387"
"3.45 	1.1 	-3029.369632523183"
"3.5 	1.2 	-3030.987366348166"
"3.5999999999999996 	1.4 	-3031.703866897735"
"3.65 	1.5 	-3031.5941968080333"
"3.7 	1.6 	-3031.2642096498075"
"3.75 	1.7 	-3030.7519143011314"
"3.8 	1.8 	-3030.4343137704104"
"3.8499999999999996 	1.9 	-3030.2542559624167"
"3.9 	2 	-3029.997734131382"
"3.95 	2.1 	-3029.798203848339"
"4 	2.2 	-3029.635030711626"
"4.05 	2.3 	-3029.4939042480323"
"4.1 	2.4 	-3029.3708924108223"
"4.15 	2.5 	-3029.28383499128"
"4.2 	2.6 	-3029.1957544232437"
"4.25 	2.7 	-3029.122245557819"
"4.3 	2.8 	-3029.0614770680486"
"4.35 	2.9 	-3029.0115632041825"
"4.4 	3 	-3028.9590941902225"
"4.45 	3.1 	-3028.9364488663878"
"4.5 	3.2 	-3028.916532845582"
"4.55 	3.3 	-3028.8991447634744"
"4.6 	3.4 	-3028.88403427522"
"4.65 	3.5 	-3028.825812772124"
"4.7 	3.6 	-3028.8134560771555"
"4.75 	3.7 	-3028.8032626881763"
"4.8 	3.8 	-3028.7947999439893"
"4.85 	3.9 	-3028.7877249810035"
"4.949999999999999 	4.1 	-3028.7766989233037"
"5 	4.2 	-3028.772361426765"
"5.05 	4.3 	-3028.768611696383"
"5.1 	4.4 	-3028.7653490499906"
"5.15 	4.5 	-3028.7624891322603"
"5.199999999999999 	4.6 	-3028.759972078121"
"3.35 	0.7 	-2977.2266138095806"
"3.4 	0.8 	-3005.031438756869"
"3.45 	0.9 	-3018.5333579844228"
"3.5 	1 	-3025.743447321176"
"3.55 	1.1 	-3029.37014137629"
"3.6 	1.2 	-3030.988185411188"
"3.65 	1.3 	-3031.479620503615"
"3.7 	1.4 	-3031.7144983901917"
"3.75 	1.5 	-3031.6015221158636"
"3.8 	1.6 	-3031.2640028431974"
"3.95 	1.9 	-3030.2586315549097"
"4 	2 	-3030.0011682095696"
"4.05 	2.1 	-3029.80105832379"
"4.1 	2.2 	-3029.6374661315767"
"4.15 	2.3 	-3029.4960729963013"
"4.2 	2.4 	-3029.372916938692"
"4.25 	2.5 	-3029.2821070676277"
"4.3 	2.6 	-3029.193748943351"
"4.35 	2.7 	-3029.1199951753615"
"4.5 	3 	-3028.9587649323294"
"4.55 	3.1 	-3028.9360543011444"
"4.6 	3.2 	-3028.9160920209656"
"4.65 	3.3 	-3028.898665842903"
"4.7 	3.4 	-3028.8835281432525"
"4.75 	3.5 	-3028.828517584897"
"4.8 	3.6 	-3028.8162180338595"
"4.85 	3.7 	-3028.8060736253938"
"4.9 	3.8 	-3028.7976598617192"
"4.95 	3.9 	-3028.790631158107"
"5 	4 	-3028.784715400595"
"5.05 	4.1 	-3028.779694898014"
"5.1 	4.2 	-3028.775403660849"
"5.15 	4.3 	-3028.77170018984"
"5.2 	4.4 	-3028.7684838028213"
"5.3 	4.6 	-3028.763196628559"
"5.35 	4.7 	-3028.7610142745916"
"5.4 	4.8 	-3028.759082265469"
"5.45 	4.9 	-3028.757370668654"
"3.45 	0.7 	-2977.1877232822744"
"3.5 	0.8 	-3005.0294115078595"
"3.5500000000000003 	0.9 	-3018.5328790638514"
"3.6 	1 	-3025.74335208129"
"3.6500000000000004 	1.1 	-3029.370081511219"
"3.7 	1.2 	-3030.988179968909"
"3.85 	1.5 	-3031.605606546418"
"3.9000000000000004 	1.6 	-3031.263450451857"
"4 	1.8 	-3030.4354348799297"
"4.05 	1.9 	-3030.2611377244903"
"4.1 	2 	-3030.003075728436"
"4.15 	2.1 	-3029.8026393059035"
"4.2 	2.2 	-3029.638823980242"
"4.25 	2.3 	-3029.497297509126"
"4.3 	2.4 	-3029.3740815864453"
"4.35 	2.5 	-3029.280428124488"
"4.4 	2.6 	-3029.1918631936014"
"4.45 	2.7 	-3029.1179271092583"
"4.5 	2.8 	-3029.056799429059"
"4.55 	2.9 	-3029.0066080089523"
"4.6 	3 	-3028.958049272612"
"4.65 	3.1 	-3028.9352869397744"
"4.7 	3.2 	-3028.915286563641"
"4.75 	3.3 	-3028.8978331741823"
"4.8 	3.4 	-3028.8452389878003"
"4.85 	3.5 	-3028.8302917679225"
"4.9 	3.6 	-3028.8180330339796"
"4.95 	3.7 	-3028.807932163747"
"5 	3.8 	-3028.799553774888"
"5.05 	3.9 	-3028.7925577249507"
"5.1 	4 	-3028.786674621114"
"5.15 	4.1 	-3028.781689493348"
"5.2 	4.2 	-3028.777428188719"
"5.25 	4.3 	-3028.7737573713853"
"5.300000000000001 	4.4 	-3028.7705736380417"
"5.35 	4.5 	-3028.7677953544994"
"5.4 	4.6 	-3028.7653544922696"
"5.45 	4.7 	-3028.7632047919774"
"5.5 	4.8 	-3028.7613054365297"
"5.550000000000001 	4.9 	-3028.759621051111"
"3.5500000000000003 	0.7 	-2977.148938879413"
"3.6 	0.8 	-3005.1381183141393"
"3.6500000000000004 	0.9 	-3018.5322640862996"
"3.75 	1.1 	-3029.369703272813"
"3.8000000000000003 	1.2 	-3030.98789424925"
"3.9000000000000004 	1.4 	-3031.7230101148916"
"3.95 	1.5 	-3031.607783458106"
"4 	1.6 	-3031.26280009949"
"4.1000000000000005 	1.8 	-3030.435260726995"
"4.15 	1.9 	-3030.262514621133"
"4.2 	2 	-3030.004044454138"
"4.25 	2.1 	-3029.803439320949"
"4.300000000000001 	2.2 	-3029.6395097074237"
"4.35 	2.3 	-3029.497923371236"
"4.45 	2.5 	-3029.2788770749103"
"4.5 	2.6 	-3029.190157039066"
"4.550000000000001 	2.7 	-3029.116084897742"
"4.65 	2.9 	-3029.004561711966"
"4.7 	3 	-3028.9571594599597"
"4.75 	3.1 	-3028.934356310028"
"4.85 	3.3 	-3028.8968481216434"
"4.9 	3.4 	-3028.846351933901"
"4.95 	3.5 	-3028.8314428099775"
"5 	3.6 	-3028.81921672971"
"5.050000000000001 	3.7 	-3028.8091430708737"
"5.1 	3.8 	-3028.8007918934104"
"5.15 	3.9 	-3028.7938230548693"
"5.2 	4 	-3028.787964441289"
"5.25 	4.1 	-3028.7830010826406"
"5.300000000000001 	4.2 	-3028.7787642682674"
"5.35 	4.3 	-3028.7751179411903"
"5.4 	4.4 	-3028.771958698103"
"5.45 	4.5 	-3028.769202183678"
"5.6 	4.8 	-3028.7815479940887"
"5.65 	4.9 	-3028.7611203990364"
"3.65 	0.7 	-2977.1098905260096"
"3.6999999999999997 	0.8 	-3005.0259393337174"
"3.75 	0.9 	-3018.531548426582"
"3.8 	1 	-3025.742396961287"
"3.8499999999999996 	1.1 	-3029.3691617660306"
"3.9 	1.2 	-3030.987358184747"
"4 	1.4 	-3031.725336689258"
"4.05 	1.5 	-3031.6088392602746"
"4.1 	1.6 	-3031.2619429405127"
"4.2 	1.8 	-3030.4348362292158"
"4.25 	1.9 	-3030.2631976271755"
"4.3 	2 	-3030.0044499039395"
"4.35 	2.1 	-3029.803760415423"
"4.4 	2.2 	-3029.6397818213845"
"4.449999999999999 	2.3 	-3029.498179158359"
"4.55 	2.5 	-3029.2774892937096"
"4.6 	2.6 	-3029.1886495277217"
"4.65 	2.7 	-3029.1144712619534"
"4.699999999999999 	2.8 	-3029.0531449385626"
"4.75 	2.9 	-3029.0027929712196"
"4.8 	3 	-3028.956220666794"
"4.85 	3.1 	-3028.9333848631873"
"4.9 	3.2 	-3028.913324621982"
"4.949999999999999 	3.3 	-3028.89582769429"
"5 	3.4 	-3028.84705670906"
"5.05 	3.5 	-3028.832174796533"
"5.1 	3.6 	-3028.8199732065214"
"5.15 	3.7 	-3028.809921316802"
"5.199999999999999 	3.8 	-3028.801591908456"
"5.25 	3.9 	-3028.794642117892"
"5.3 	4 	-3028.803787868121"
"5.35 	4.1 	-3028.783855520478"
"5.4 	4.2 	-3028.7796350329427"
"5.449999999999999 	4.3 	-3028.776007753843"
"5.5 	4.4 	-3028.7728648375933"
"5.55 	4.5 	-3028.7701273711455"
"5.6 	4.6 	-3028.7677273260097"
"5.65 	4.7 	-3028.7656184428115"
"5.699999999999999 	4.8 	-3028.7637571833184"
"5.75 	4.9 	-3028.7621108938542"
"3.75 	0.7 	-2977.0704938667363"
"3.8 	0.8 	-3005.024488966305"
"3.85 	0.9 	-3018.530838209144"
"3.9 	1 	-3025.7417874260145"
"3.95 	1.1 	-3029.3685495096183"
"4 	1.2 	-3030.9867051112406"
"4.1 	1.4 	-3031.726893181115"
"4.15 	1.5 	-3031.609241988937"
"4.2 	1.6 	-3031.2613225206815"
"4.3 	1.8 	-3030.43431649155"
"4.35 	1.9 	-3030.2634615777174"
"4.4 	2 	-3030.0045260958486"
"4.45 	2.1 	-3029.803803953657"
"4.5 	2.2 	-3029.6398117539206"
"4.55 	2.3 	-3029.4982199754536"
"4.6 	2.4 	-3029.37502582189"
"4.65 	2.5 	-3029.2762675020244"
"4.7 	2.6 	-3029.18733793843"
"4.75 	2.7 	-3029.113078038473"
"4.8 	2.8 	-3029.0516809654528"
"4.85 	2.9 	-3029.001274575317"
"4.9 	3 	-3028.9601037330176"
"4.95 	3.1 	-3028.9324351854634"
"5.05 	3.3 	-3028.8948371994716"
"5.1 	3.4 	-3028.8474920913973"
"5.15 	3.5 	-3028.832631947987"
"5.2 	3.6 	-3028.8204494059532"
"5.25 	3.7 	-3028.8104138430713"
"5.3 	3.8 	-3028.802100761563"
"5.4 	4 	-3028.7893358956526"
"5.449999999999999 	4.1 	-3028.784405190679"
"5.5 	4.2 	-3028.780198308842"
"5.55 	4.3 	-3028.7765819143006"
"5.6 	4.4 	-3028.773452603749"
"5.65 	4.5 	-3028.7707260218594"
"5.699999999999999 	4.6 	-3028.768339582422"
"5.75 	4.7 	-3028.7662415837826"
"5.8 	4.8 	-3028.764391208848"
"5.85 	4.9 	-3028.762755803942"
"3.85 	0.7 	-2977.030849583758"
"3.9 	0.8 	-3005.0232100306885"
"3.95 	0.9 	-3018.530179693358"
"4 	1 	-3025.741180611881"
"4.05 	1.1 	-3029.3679563011833"
"4.2 	1.4 	-3031.5493007256077"
"4.25 	1.5 	-3031.6093889304757"
"4.3 	1.6 	-3031.260889859484"
"4.4 	1.8 	-3030.4337777059072"
"4.45 	1.9 	-3030.2634969525325"
"4.5 	2 	-3030.004419971404"
"4.55 	2.1 	-3029.803695108072"
"4.6 	2.2 	-3029.639711071755"
"4.65 	2.3 	-3029.4981356201256"
"4.7 	2.4 	-3029.374971399098"
"4.75 	2.5 	-3029.2752062575764"
"4.8 	2.6 	-3029.1862005020726"
"4.85 	2.7 	-3029.1118752947655"
"4.9 	2.8 	-3029.0504237989526"
"4.95 	2.9 	-3028.9999738705833"
"5 	3 	-3028.958770374609"
"5.05 	3.1 	-3028.9315453728104"
"5.1 	3.2 	-3028.9114415933723"
"5.15 	3.3 	-3028.8659468602323"
"5.2 	3.4 	-3028.8477533208"
"5.25 	3.5 	-3028.8329095042272"
"5.3 	3.6 	-3028.820740567892"
"5.35 	3.7 	-3028.8107186107077"
"5.4 	3.8 	-3028.802416413758"
"5.45 	3.9 	-3028.79549111345"
"5.5 	4 	-3028.7896760381036"
"5.55 	4.1 	-3028.7847534965495"
"5.6 	4.2 	-3028.780554778131"
"5.65 	4.3 	-3028.7769492681477"
"5.7 	4.4 	-3028.7851154081172"
"5.75 	4.5 	-3028.771112423684"
"5.8 	4.6 	-3028.768734147665"
"5.85 	4.7 	-3028.7666470335844"
"5.9 	4.8 	-3028.764804822068"
"5.95 	4.9 	-3028.774756029622"
"3.95 	0.7 	-2976.9912025796402"
"4 	0.8 	-3005.022094363448"
"4.05 	0.9 	-3018.529553831248"
"4.1 	1 	-3025.7406091725634"
"4.15 	1.1 	-3029.367395746424"
"4.2 	1.2 	-3030.9854615504387"
"4.3 	1.4 	-3031.7269530461867"
"4.35 	1.5 	-3031.609225662099"
"4.4 	1.6 	-3031.2602503916755"
"4.5 	1.8 	-3030.433249804823"
"4.55 	1.9 	-3030.263382664669"
"4.6 	2 	-3030.0042186070727"
"4.65 	2.1 	-3029.803507349439"
"4.7 	2.2 	-3029.6395396399594"
"4.75 	2.3 	-3029.4979859574473"
"4.8 	2.4 	-3029.3748516689548"
"4.85 	2.5 	-3029.2742837912483"
"4.9 	2.6 	-3029.1852208918135"
"4.95 	2.7 	-3029.110843982853"
"5 	2.8 	-3029.0493462276672"
"5.05 	2.9 	-3028.998860924483"
"5.1 	3 	-3028.9576247748328"
"5.15 	3.1 	-3028.930726309788"
"5.2 	3.2 	-3028.9106062035116"
"5.25 	3.3 	-3028.8660801960737"
"5.3 	3.4 	-3028.8479029834784"
"5.35 	3.5 	-3028.8330700514643"
"5.4 	3.6 	-3028.8209147208263"
"5.45 	3.7 	-3028.810903648201"
"5.5 	3.8 	-3028.80260961467"
"5.55 	3.9 	-3028.7956924777814"
"5.6 	4 	-3028.7898855658536"
"5.65 	4.1 	-3028.784971187718"
"5.7 	4.2 	-3028.7807806327187"
"5.75 	4.3 	-3028.7771805650145"
"5.800000000000001 	4.4 	-3028.7740675813006"
"5.85 	4.5 	-3028.7713600473885"
"5.9 	4.6 	-3028.768987213649"
"5.95 	4.7 	-3028.7669055418473"
"6 	4.8 	-3028.76507149375"
"4.05 	0.7 	-2976.951895717974"
"4.1000000000000005 	0.8 	-3005.1325290933805"
"4.15 	0.9 	-3018.5289415748357"
"4.2 	1 	-3025.7400894348975"
"4.3 	1.2 	-3030.9849526973317"
"4.3500000000000005 	1.3 	-3031.6084283681935"
"4.4 	1.4 	-3031.7272741406605"
"4.45 	1.5 	-3031.608910009905"
"4.5 	1.6 	-3031.2598041247793"
"4.55 	1.7 	-3030.748961864654"
"4.6000000000000005 	1.8 	-3030.432759999693"
"4.65 	1.9 	-3030.263205790594"
"4.7 	2 	-3030.0039737045076"
"4.800000000000001 	2.2 	-3029.6393382756282"
"4.85 	2.3 	-3029.497811804512"
"4.9 	2.4 	-3029.374704727416"
"4.95 	2.5 	-3029.2734810550637"
"5 	2.6 	-3029.184371896255"
"5.050000000000001 	2.7 	-3029.109951449061"
"5.1 	2.8 	-3029.04841831906"
"5.15 	2.9 	-3028.99790308334"
"5.2 	3 	-3028.956642443434"
"5.25 	3.1 	-3028.9230663017856"
"5.300000000000001 	3.2 	-3028.90985244784"
"5.35 	3.3 	-3028.866145503424"
"5.4 	3.4 	-3028.847981896527"
"5.45 	3.5 	-3028.8331598490713"
"5.5 	3.6 	-3028.821012681852"
"5.550000000000001 	3.7 	-3028.8110097726462"
"5.6 	3.8 	-3028.8027239025337"
"5.65 	3.9 	-3028.795814929064"
"5.7 	4 	-3028.7900107382757"
"5.75 	4.1 	-3028.7851018024194"
"5.800000000000001 	4.2 	-3028.7809194108386"
"5.85 	4.3 	-3028.777327506554"
"5.9 	4.4 	-3028.7742199651193"
"5.95 	4.5 	-3028.7715151523466"
"6 	4.6 	-3028.769147760886"
"6.050000000000001 	4.7 	-3028.7670715313634"
"4.1499999999999995 	0.7 	-2976.913364381096"
"4.2 	0.8 	-3005.0202875267473"
"4.25 	0.9 	-3018.52849530794"
"4.3 	1 	-3025.739624120024"
"4.35 	1.1 	-3029.366424299583"
"4.3999999999999995 	1.2 	-3030.984492824737"
"4.45 	1.3 	-3031.608586194291"
"4.5 	1.4 	-3031.729641532121"
"4.55 	1.5 	-3031.6085426560576"
"4.6 	1.6 	-3031.2595646644936"
"4.7 	1.8 	-3030.432313732797"
"4.75 	1.9 	-3030.2629989839834"
"4.8 	2 	-3030.0037151962447"
"4.85 	2.1 	-3029.803052919124"
"4.9 	2.2 	-3029.639128747878"
"4.949999999999999 	2.3 	-3029.4976267670186"
"5 	2.4 	-3029.37809798851"
"5.05 	2.5 	-3029.272779001044"
"5.1 	2.6 	-3029.183631746281"
"5.15 	2.7 	-3029.109175924272"
"5.199999999999999 	2.8 	-3029.0476128617356"
"5.25 	2.9 	-3028.9970704146194"
"5.3 	3 	-3028.955790726736"
"5.4 	3.2 	-3028.89491883366"
"5.449999999999999 	3.3 	-3028.8661672725407"
"5.5 	3.4 	-3028.848011829063"
"5.55 	3.5 	-3028.833200666166"
"5.6 	3.6 	-3028.8210616623655"
"5.699999999999999 	3.8 	-3028.802783767605"
"5.75 	3.9 	-3028.795882957554"
"5.8 	4 	-3028.7900842090453"
"5.85 	4.1 	-3028.785180715468"
"5.9 	4.2 	-3028.781001045027"
"5.949999999999999 	4.3 	-3028.7774145830213"
"6 	4.4 	-3028.7743124838657"
"6.05 	4.5 	-3028.771610392233"
"6.1 	4.6 	-3028.7692511641912"
"6.15 	4.7 	-3028.767177655808"
"6.199999999999999 	4.8 	-3028.76535177113"
"4.25 	0.7 	-2976.87615007579"
"4.3 	0.8 	-3005.131133148761"
"4.35 	0.9 	-3018.5280626467415"
"4.4 	1 	-3025.739213227943"
"4.45 	1.1 	-3029.366010686362"
"4.6 	1.4 	-3031.7266673265276"
"4.7 	1.6 	-3031.259178262669"
"4.8 	1.8 	-3030.431921888693"
"4.85 	1.9 	-3030.262778571675"
"4.9 	2 	-3030.003456687982"
"4.95 	2.1 	-3029.802818901118"
"5 	2.2 	-3029.641047151303"
"5.05 	2.3 	-3029.4974390083858"
"5.1 	2.4 	-3029.3743836329418"
"5.15 	2.5 	-3029.272164023492"
"5.2 	2.6 	-3029.1829813939144"
"5.25 	2.7 	-3029.108498360509"
"5.3 	2.8 	-3029.0469108077164"
"5.35 	2.9 	-3028.9963465914834"
"5.4 	3 	-3028.955047855622"
"5.45 	3.1 	-3028.9214417814387"
"5.5 	3.2 	-3028.89415147229"
"5.55 	3.3 	-3028.8661591091222"
"5.6 	3.4 	-3028.8480145502026"
"5.65 	3.5 	-3028.8332088295847"
"5.7 	3.6 	-3028.821077989203"
"5.75 	3.7 	-3028.811088685695"
"5.8 	3.8 	-3028.8028137001406"
"5.85 	3.9 	-3028.7959156112292"
"5.9 	4 	-3028.790122305"
"5.949999999999999 	4.1 	-3028.785224253702"
"6 	4.2 	-3028.78105002554"
"6.05 	4.3 	-3028.7774662846737"
"6.1 	4.4 	-3028.7810119295855"
"6.15 	4.5 	-3028.7716702573043"
"6.199999999999999 	4.6 	-3028.7693110292626"
"6.25 	4.7 	-3028.767242963159"
"4.35 	0.7 	-2976.840954856074"
"4.4 	0.8 	-3005.130572594001"
"4.45 	0.9 	-3018.5276789660566"
"4.5 	1 	-3025.7388458740957"
"4.7 	1.4 	-3031.726773450972"
"4.75 	1.5 	-3031.6078569288757"
"4.8 	1.6 	-3031.2588734950327"
"4.85 	1.7 	-3030.7463141958137"
"4.9 	1.8 	-3030.4315490925665"
"4.95 	1.9 	-3030.2625527170876"
"5 	2 	-3030.003203621998"
"5.05 	2.1 	-3029.80259304653"
"5.1 	2.2 	-3029.6387151346576"
"5.15 	2.3 	-3029.4972594131714"
"5.2 	2.4 	-3029.3742258068446"
"5.25 	2.5 	-3029.271614353291"
"5.3 	2.6 	-3029.1824072334566"
"5.35 	2.7 	-3029.107899709795"
"5.4 	2.8 	-3029.046290387885"
"5.45 	2.9 	-3028.9957098448144"
"5.5 	3 	-3028.9543975032557"
"5.55 	3.1 	-3028.920777823374"
"5.6 	3.2 	-3028.8934793508065"
"5.65 	3.3 	-3028.8661318977256"
"5.7 	3.4 	-3028.8479955022253"
"5.75 	3.5 	-3028.833197945026"
"5.8 	3.6 	-3028.821072546924"
"5.85 	3.7 	-3028.811088685695"
"5.9 	3.8 	-3028.80281914242"
"5.95 	3.9 	-3028.7959237746486"
"6 	4 	-3028.7901359106977"
"6.05 	4.1 	-3028.785243301679"
"6.1 	4.2 	-3028.786903196841"
"6.15 	4.3 	-3028.7833629942083"
"6.2 	4.4 	-3028.774394118054"
"6.25 	4.5 	-3028.77170018984"
"6.3 	4.6 	-3028.769346404077"
"6.35 	4.7 	-3028.767278337974"
"4.449999999999999 	0.7 	-2976.8089433697023"
"4.5 	0.8 	-3005.0184099404164"
"4.55 	0.9 	-3018.5273415447455"
"4.6499999999999995 	1.1 	-3029.365305911203"
"4.699999999999999 	1.2 	-3030.9833744363577"
"4.8 	1.4 	-3031.7268795754167"
"4.85 	1.5 	-3031.6080229183917"
"4.8999999999999995 	1.6 	-3031.258816351101"
"5 	1.8 	-3030.4312062289755"
"5.05 	1.9 	-3030.2623268625"
"5.1 	2 	-3030.0029559982936"
"5.1499999999999995 	2.1 	-3029.8023726342217"
"5.199999999999999 	2.2 	-3029.638516491466"
"5.25 	2.3 	-3029.4991424417813"
"5.35 	2.5 	-3029.271127269301"
"5.3999999999999995 	2.6 	-3029.1818956592097"
"5.449999999999999 	2.7 	-3029.1073663664315"
"5.5 	2.8 	-3029.045740717684"
"5.55 	2.9 	-3028.9951438477756"
"5.6 	3 	-3028.953820621658"
"5.6499999999999995 	3.1 	-3028.920192778358"
"5.699999999999999 	3.2 	-3028.8928861423715"
"5.75 	3.3 	-3028.8660910806316"
"5.8 	3.4 	-3028.8479628485497"
"5.85 	3.5 	-3028.83317073363"
"5.8999999999999995 	3.6 	-3028.8210507778067"
"5.949999999999999 	3.7 	-3028.811072358857"
"6.05 	3.9 	-3028.795918332369"
"6.1 	4 	-3028.790133189558"
"6.1499999999999995 	4.1 	-3028.785243301679"
"6.199999999999999 	4.2 	-3028.7862854981495"
"6.25 	4.3 	-3028.7827425743776"
"6.3 	4.4 	-3028.7744050026126"
"6.35 	4.5 	-3028.777025460057"
"6.3999999999999995 	4.6 	-3028.769362730915"
"4.55 	0.7 	-2976.7819659916086"
"4.6000000000000005 	0.8 	-3005.0179419044034"
"4.65 	0.9 	-3018.527047661667"
"4.7 	1 	-3025.738214569706"
"4.75 	1.1 	-3029.365003864706"
"4.8 	1.2 	-3030.983066947582"
"4.9 	1.4 	-3031.7347463900296"
"4.95 	1.5 	-3031.607573930356"
"5 	1.6 	-3031.2589279178246"
"5.05 	1.7 	-3030.744588993301"
"5.15 	1.9 	-3030.262111892471"
"5.2 	2 	-3030.0027219802873"
"5.25 	2.1 	-3029.802160385332"
"5.300000000000001 	2.2 	-3029.638328732833"
"5.35 	2.3 	-3029.4987451553984"
"5.4 	2.4 	-3029.3739183180687"
"5.45 	2.5 	-3029.270686444684"
"5.5 	2.6 	-3029.181435786616"
"5.550000000000001 	2.7 	-3029.1068901669996"
